,tweets,labels
6068,Last day of health class  so sad. @TomFelton those pancakes sound good! can i have some?,0
6069,Sick as shit.  I really want to drink some water. :/,0
6070,"is missing her best friend   but hoping the happy, cold couple is having a good time and does not forget the Imo's Pizza.",0
6071,Ug msu got killed last night. Oh well unc out played them. I would have won 140 in the work pool if msu had won. ,0
6072,awwww mann i need followers im a loser ,0
6073,"You're all obsessed with this thing...So much to read, so little time! Got work in a few hours ",0
6074,last trig test til finals ,0
6075,Inadvertently I dressed jack in a light blue shirt. Sports fail ,0
6076,is going to miss her doggy Otis very much. 11 years of wonderful companionship for us all darling boy  Rest in peace ,0
6077,No new Tom music? ,0
6078,I though groups of Google Apps were something like Google groups (groups.google.com) ,0
6079,would have liked to have gotten more sleep last night! ,0
6080,@hinehou Ohhh i always wanted to go to #Chow as well! ,0
6081,Feels like I'm really coming down with something ,0
6082,Having a really hard time focusing today ,0
6083,i want to visit @louise_hendy at work but i cant ,0
6084,"Been at the computer so much today, my vision is blurred ",0
6085,officially over. broken hearted ,0
6086,"@magnla Uhhhhh, Spring arrived a week or two ago, and then left.  Heh.",0
6087,I think our coffee pot died ,0
6088,"Still in the center of Lincoln wandering aimlessly round shops, wish I cud think of something to o. iPhone running slow ",0
6089,why can't my pix be uploaded?!? ,0
6090,@DelphaForce How'd you guess!? She's deaf actually. She's orf to t'clinic soon. Lost all her high frequency &amp; will have tinnitis forever ,0
6091,Is in lake charles for an orthodontist appt. ,0
6092,@grift24 lol gladly! i made a lot! but I can't bring it to school ,0
6093,My gmail is down... oooooooooooohhhhhhhhh ,0
6094,@dtoews you'll have to wait a few more months... the backyard is still snowy. ,0
6095,all smoked. my rabbit is so cute. but he hates me ,0
6096,Up early studying ,0
6097,@mrskutcher stop showing off  UNFAIR!,0
6098,@iamschnurr I agree.  Cleaning my car off made me really cold though ,0
6099,"@GirlsGoneChild i'm sorry... go hold that little fable and inhale. feel better, sweet rebecca... ",0
6100,Photo field trip today. (: I just wish it wasn't so cold. ,0
6101,Puffy eyes are awesome!  I don't even have a good story to go along with it ,0
6102,@LeeLeeee yeah i have. looked/phoned/knocked on doors/put up 'missing' posters. and....nothing.... ,0
6103,@StyleNBeautyDoc i tried to leave a comment for rx brown skin  it wouldnt let me,0
6104,wonders why I always don't have a signal? I'm using Globe  http://plurk.com/p/n1xjj,0
6105,is sooooooooo tired ,0
6106,@Bethness Me = jealous. Wish I was at home ,0
6107,really wishes her jaw would stop hurting.  ,0
6108,So the weather officially got worse it is now snowing here ,0
6109,The perfect girl for me is sitting in a cubicle next to me... unfortunately she's already taken ,0
6110,"Yeah I'm in my 8am, but my computer is about to die ",0
6111,I'm back from library ,0
6112,I hate BM!!! ,0
6113,They are out of breakfast at school.  i want my smoothie,0
6114,@Myd myschooolfthought - no work  My browser says something in Arabic thats waaaayyyy beyond me. Ah well! You still with Google?,0
6115,Oh no - it's all gone to shit  http://is.gd/rc0L,0
6116,@RossC0 is it a polar bear? ,0
6117,"how come whenever i am able to tweet, no one is there? and when i am busy, the most awesome conversations happen? sad face ",0
6118,@sohmer automated offiste backups for that sort of thing = happy no more drunken deletefest ruining your life. Don't ask how I know. ,0
6119,@waywardpilgrim If only it were that easy. The windows are locked and we're not allowed to open them. ,0
6120,"quaker oat squares are the best cereal. unfortunately, i was all out of them this morning and this makes me sad ",0
6121,Back to work! ,0
6122,Wow it's FREEZING today. Had to turn on the heat.  ,0
6123,Trying to get dan into the o.c....  it's not working,0
6124,"@wilsondan What, wait 'til it's online?! Aw man ",0
6125,ï¿½ber sick  Trying to muster up the strength to head into work....,0
6126,Jus wolf up but still layin in bed lol and im missio her allot ,0
6127,tired but cant sleep ,0
6128,"@sharkeymalarkey NO, that's not a funny thing    I've already collided enough worlds this week; it's a little weird.",0
6129,judy in disguise reminds me of my old job ,0
6130,"I love House, but certainly did not appreciate the MASSIVE spoiler that was posted on my facebook news feed by the show! ",0
6131,"Long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge McDonnalds dinner   people need to learn about health food",0
6132,@PhillyD i'm so sorry to hear about your father  us sxephil fans wish you and your dad all the best! we're by ur side,0
6133,Just has the worst presentation ever! ,0
6134,"@KINGFISHER300 You cant just pull out troops like that, troops protect civilians (Women and children) from Militia  its a slow process",0
6135,"@lancearmstrong yeah talk about opened up a can. in a way i definitely wasn't surprised, but I expected msu to come harder than that ",0
6136,"@Lorelei_Lovett Lucky! My Bebo's broken!  Says I have 112 friends, but doesn't display them!",0
6137,needs a fix from Pitt &amp; Putt or Swimming! ,0
6138,@exmi bloody hell. Sorry honey ,0
6139,So it snowed last night. Not enough to call in for a snow day at work though. ,0
6140,@LFTA LMAO i dont blame them... i got my breasts from my dads side of the fam 2... shame i dident get his eye colour though ,0
6141,"is having the worst springbreak ever! and the worst part, it's only tuesday MORNING  this is going to be a looong week.",0
6142,@brendonbossy i reckon! im wearing bed socks for the first time this year  boooooooo to winter,0
6143,"is at work, and really freaking tired... ",0
6144,@babykitty72 Ignored by who?  Hubby?  I'm sorry ,0
6145,animal kingdom and the studios today... Without Sam. She's on her way home. ,0
6146,"time to sleep, to much research makes me sleepy and wanting to travel again sooner ",0
6147,@distortthecode nope  its fine i will just eat plain rice or something. wow we really have no food in this house,0
6148,ear infections blow ,0
6149,@djlissamonet they have thankfully. Unfortunately after much loss of life ,0
6150,Falalala la... It's way too early to be tweeting but my stomach feels gnarly ,0
6151,I wish the exchange rate was as good as last time I went to America! ,0
6152,My baby girl is under the weather - First time - feeling bad for her ,0
6153,@SwampTroll Oh I just looked at that while eating my Frosted Flakes.  ,0
6154,"@lina1961 oops, hit enter! I'm not too bad today thanks - still hava bloody sore throat tho ",0
6155,My bed just feels too amazing. Dont make me get up! ,0
6156,"Twitter, you wound me ",0
6157,@RyanSchartz nay my friend.. i must apologize.. ,0
6158,@gone2dmb yeah i had my old username back then...he's barely been on since the change ,0
6159,@edpryorbeatz F'n self-fulfilling prophecies!! ,0
6160,quitting my piano lesson this month. i was never excellent ,0
6161,"Fever, cold, cough and sunburn ",0
6162,Got my new psp today! Woop. No time to play it tho cos im at work. Not woop ,0
6163,@wisteela sunny and windy here now the rain didn't last long ,0
6164,We are on a one way road to hell &amp; I don't think Obama can do anything about it ,0
6165,I just hit a squirell  poor lil guy,0
6166,is BORED at work ,0
6167,Didn't get a chance to buy yarn today  Maybe tomorrow. Long day at work.,0
6168,@rotting_orange I'm sorry about your job going away ,0
6169,stupid effin twitter won't let me upload a picture ,0
6170,Fuuuck. My heaaaad ,0
6171,@fderecourt so bitchy  you're breaking my heart Flad.,0
6172," loads of people are going to t4 on the beach, is there anyone who ISNT going?!",0
6173,@vintagehalo I wonder if I can find a CL app for my phone?  I can't view Missed Connections at work.  ,0
6174,"Nope. I searched vanilla ice, vanilla, winkle, and rob van winkle, and got nothing... ",0
6175,"Went to get PSG boardgame, shop had sold out   Hello online shopping",0
6176,just got twitter and has noone following me ,0
6177,"Pizza Hut,well so much for the new  deals Waited 30 mins to get served,and then guess what no pasta no salad and 30 min wait for pizza ",0
6178,"@Keilantra it's not bad, it's just slower then USB should be. either way you still need a USB drive to skypes ",0
6179,@nikki_morris yep all the time! Its not REAL work cos I do it at home ,0
6180,I'm pretty sure I have strep throat  I can't eat or drink. I need some TLC,0
6181,Can't get onto my computer gotta wait for slow ass IT to get up here ,0
6182,@tharensolo i'm so sorry. that's really not fair at all. ,0
6183,@scrapartistry - love the art dolls! I keep putting things in cart then forget until sale is over ,0
6184,Going into work...even though I feel a little nauseous...  ,0
6185,@prismaticjules and here you were worried that you weren't going to get anymore. See!  (Ours all melted  ),0
6186,Please don't call school off. ,0
6187,i don't want to go to schooooooool ,0
6188,@csutherland76 Wasn't the easter bunny - I ran him over a few years ago. True story - I was even told he was holding a basket of eggs ,0
6189,"@bob_lee92 @williamstodd BRB, will look for our sis ",0
6190,@schaeferj89 Its been so....boring ,0
6191,Teaching on very little sleep: This will be fun. ,0
6192,"Just got to work..... here til 4:30... still no internet @ home  will get it up ASAP, tho!",0
6193,@bibliobecca Uh-hum and this sister needs a huggg. ,0
6194,"@giznad definitely, too bad it is so clearly about Judith Marie Keenan  Pretty cool though",0
6195,"Hell yeah, Data Robotics just announced DroboPro today. I want one. ",0
6196,my shoulder is killing me oh my god i cant even move it ,0
6197,@ABabyBlueEyes Yea  I just call it STRESS.,0
6198,"Still pffffffffffffffffffffffffffff, I want to go home ",0
6199,I broke m.twitter.com too  http://twitpic.com/2ycz0,0
6200,Sabrina's not here.  im so bored.,0
6201,i hate being the first one in and the last one out. and it's been this way for a while now. ,0
6202,@JayT2020 LMAO!!! LOL!!! Yeah it really does. Poor baby ,0
6203,just made an appt. for my lil one today. hes got an ear infection ,0
6204,@perezhilton oh sweet jesus why oh why would you post that...nightmares ,0
6205,Is feeling extremely sick.  Have a banging headache and I fear I am going to see my lunch again.   Want my bed.,0
6206,Oh for a brain that is working properly - it's a little fogged up today ,0
6207,@mrskutcher i feel really bad demi i realised i refered to u as ashtons mom a few days ago...sincere apologises to you and ashton ,0
6208,"@of_cupids TY 4 the suggestion, but I can't be around cooking food: I'm allergic to pork products &amp; just the smell can make me sick. ",0
6209,back to work ,0
6210,Free hotel breakfast...worth every penny I paid for it ,0
6211,"NIN iPod app looks sick, hope it's free  don't betray me Trent!",0
6212,rainy day ,0
6213,@Brad2TheBone420 He did!   I watched it last night.  Whataaaaaaa jerk.  I'm soooo not rooting for him anymore!!,0
6214,My poor innocent tulips didn't stand a chance against East TN's screwed up weather. ,0
6215,"@zeddessarts heh heh. You know, blip is hard. You can't find songs just like that . You have to fish'em outta other's lists. ",0
6216,@lowster you haven't even sais hello to some of your older followers ,0
6217,@hollyrn76 I brought everything with me but left my ann pass at home.  Are we going to disney after ikea?,0
6218,is as work! ,0
6219,has a serious procrastination problem... ,0
6220,"I've just had a spider cruel all over my boot!  not nice,",0
6221,dislikes IDL for being so early in the morning. ,0
6222,rob pattinson deleted his twitter ,0
6223,keeping Belle home from school for the 2nd day in a row.  Ear infection and crazy seal-sounding cough. ,0
6224,"@beatccr Wow! How disappointing! I, for one, really looked forward to them each quarter. ",0
6225,"tried doing the Assassins Creed 2 teaser with cam, cant get it to do anything tho ",0
6226,"@Midgley LOL yeah it has. It's now raining  just thought u would like to know btw don't put ur iPhone in the canal, it's too nice a phone!",0
6227,still trying to learn gmaps and flex and php and mysql. how will i be able to write to database? ,0
6228,"@shermradio Hello!!! I'm in class, you know I wanna hear the show, but i cant!!! ",0
6229,http://twitpic.com/2yczz - This is yk not feeding us ,0
6230,Working   Alyssas coming over later to stay ! YEA!,0
6231,"@WebBetty hmm, looks like twitter is trying to catch up too, it keeps saying it's over capacity ",0
6232,says Pau.wag ka na sad please..  http://plurk.com/p/n1zkg,0
6233,"@grahamhines agreeeed. i would love to twistori, but honestly, i'm not quite sure how to.. ",0
6234,Wish I was at #Mesh09 ,0
6235,"Could it be bronchitis or is it just allergies??? UGH, I feel so sick ",0
6236,"@m_neko @JAKAZiD I envy you too, neither my phone nor my Nabaztag managed to wake me up before 1pm today. ",0
6237,@empireofthekop Nothing on iTunes Australia. ,0
6238,@ibnpolitics what has the country come to? Just b/c they do that in iraq that doesn't mean we do it  sad day,0
6239,Flack for things that aren't my fault?  Not cool. ,0
6240,@klhobbs21 oh I bet I got more than a lot of people... But I have a no reason to be up right now... ,0
6241,having knee checked out.  not feeling right. ,0
6242,"@perezhilton That needs a pre warning .. yuck  , topless or not",0
6243,so tired but have to get ready for school ,0
6244,"I'm so hungry, but the only place to eat right now is the bakery... there goes the workout ",0
6245,"@bob_lee92 great! I got my first tattoo yesterday, so my neck is really sore!! ",0
6246,@zaccolley There's only a few here. Mostly year 11s ,0
6247,Someone somewhere didn't like Yubotu http://www.smartestgames.com/gotdhistory.php?id=158 ,0
6248,"2 hour break from work then no twitter for 5 hours, boss has put a ban on phones ",0
6249,Why is the net so slow today. So many sites are not opening ,0
6250,I am not digging the taste of water right now at all. ,0
6251,"Baby just woke up &quot;Hey mom or dad, time to change baby's diaper!&quot; Hmm....if only I had a mouth.. ",0
6252,"giving the baby crackers and gingerale, he's sick ",0
6253,I hate global warming and i hate snow. ITS APRIL ffs. ,0
6254,On my way 2 class....I hate art history    Then its my Psyc class... then work for the rest of my day...I want to sleep!!,0
6255,OH NO!!!! I got woke up this mornin!! Bad thng to do  but I'm hella sick today for realz....,0
6256,Mah head hurts...advil not helping &amp; off to work I go...today is not gonna be fun ,0
6257,@starless_dark Me too ,0
6258,version near where I live. ,0
6259,@28parkave ... but either full or 2 expensive - no space at home ,0
6260,@imrui no i feel nothing.. but i have http://en.wikipedia.org/wiki/Mount_Vesuvius this just near my house ,0
6261,"In Val d'Or, waiting for my wife and youngest's flight to leave. a long drive to Chisasibi for me. ",0
6262,"Fun morning getting new servers into racks (with a helper this time!). Afternoon less fun, writing up documentation. Still 4 hours to go ",0
6263,Ugh where tje glass was pulled out of my foot still hurts. ,0
6264,my pc is erasing random files ... that doesn't sound good ,0
6265,is tired and has a headache. ,0
6266,"I love being single, except.............when I'm sick. ",0
6267,"@JPBrancati omg, I hear ya... It's horrid ",0
6268,@frenchiie. You should be going to study *points finger of shame*. I spent my lunch with my head in To Kill A Mockingbird. ,0
6269,Dad insisted on having a carwash at this friggin hour. I'm so tired already  he won't listen to me now I have to sit and wait.,0
6270,Missing my honey bunches today  ,0
6271,"@brittvicious alright so.... they taste alright, they are sticky..... and they collapsed on me  damn altittude. I will have to try again.",0
6272,"grrr... at home, sick... so depressed... ",0
6273,Off to Geology class  super tired.,0
6274,"@maxharp Goddamnit! Haha, ah well. I love my Mac  I have a MacBook now, and my iMac back in NZ. Got a Powerbook stolen last yer though ",0
6275,"is in class once again, but is not feeling well today ",0
6276,@darker_artic same... dont wanna go to work today  Care to give me the day off?? ;),0
6277,"yawn, the weather is going to be boring all week ",0
6278,@nathanjay That sucks. ,0
6279,@Mr_Dreadful how is she doing on it?i havnt spoken to her in ages ,0
6280,@stualpha work to be done first ,0
6281,is still so depressed about dr. kutner on house...   whyyyyyyyyyyyyyyy him?!,0
6282,@gregsouthern well our high flying lifestyles and hectic social calenders mean we are doomed to keep missing each other ,0
6283,Kumar died  #House,0
6284,YEY Sox game today! if only i didn't have class till 4:20 ,0
6285,fell asleep a couple of times during vocal group today ,0
6286,i look so scary right now!!! ,0
6287,"Woke up (a little) late than usual... And I feel tired!!!  Anyway, time for breakfast ;)",0
6288,"wow....wrote 4 pages in one hour, while playing around with music downloads...lol...i knew i could write the paper!!! now math hw ",0
6289,"@erincosborne Yeah, I've heard that method is the most effective. The Indian food I had last night sure didn't do the trick. ",0
6290,Tuesday ... Long day ahead ... ,0
6291,"@backstreetboys Updates? Any?  I miss your updates, guys!",0
6292,no idol love. wishing we could use macs at work. THEY ARE SO PRETTY AND EASY ,0
6293,"Sick again and it's definitely violating my multitasking. Cannot watch games, twitter and do my programming simultaneously ",0
6294,My coffee was not everything I wanted it to be ,0
6295,It is hard to have no cellphone... ,0
6296,woke up today to snow on the ground  I thought Spring was here! Going to classes and spending the rest of my life in the Ceramics studio.,0
6297,"@HDCinema wow, that isn't right at all. ",0
6298,"@derans Just tried to register for Austin Code Camp, but they had a server error ",0
6299,@dougiemcfly DONT do thaaat  or else i cant call you hot-dug anymore  HAHAHAHAHAHA,0
6300,@OxfordJasmine i really wanna get one ,0
6301,"@ofantastic I'm there with you. Of course, when I get home, I don't feel that way anymore. ",0
6302,"internets sl0wz sauce, have to stream in low quality... this isn't fun ",0
6303,is it seriously snowing in April ,0
6304,"Sigh, I went to bed early last night, and I'm STILL tired. ",0
6305,"still really really sore, in fact a little more than yesterday ",0
6306,found out my twitter password. LOL &amp; Macbook Blew up. ,0
6307,"@Schofe Your a busy busy man, it all go!  missed u on TM again today  x",0
6308,In another boring meeting ,0
6309,has ridiously large volumnes of spam emai - inbox has been flooded for 5 days...  today is no better,0
6310,The morning sun is beautiful... But it is fucking freezing! I need the beach so terribly bad. ,0
6311,has a sore throat today. ,0
6312,It looks like it is going to be a nice day in Lynchburg today! Too bad I'm sitting in class right now ,0
6313,@ohsuperheroine My wife and I have been together for 12 years this month. Married for 3 years. We still don't have a joint account. ,0
6314,I'm a hot mystic tan mess ,0
6315,@pete_c What do you think ,0
6316,In class ,0
6317,@joyanne Thanks...   Also: argh. And gah. And a bit of meh.,0
6318,@davidtelford reminds me of when i was working in the machine room for 4 days setting up servers. nearly went deaf ,0
6319,@ work... ,0
6320,A robot just called my iPhone from UVA Credit Union saying they disabled my account. I don't have an account. Spam on cell phones now? ,0
6321,"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",0
6322,is home but has to revise ,0
6323,The winter is back !! and I hate it ,0
6324,"just gotten out of bed, I hope I start feeling some life in the old girl soon, gonna go and tackle my 16 year olds bedroom in a mo  smell",0
6325,auuwwwww my mouth is hurting ,0
6326,just had a mam as talk wif dad bout...shit. :@ still underhouse arrest. BASICALLY: ALL MY TRUST=GONE ,0
6327,My throat feels like I swallowed a hot coal. ,0
6328,"@mrseb yeah, I wasn't expecting that at all  I doubt that's the last we'll hear of it though",0
6329,Why do my Sprint phones always encounter problems like this around the 6 - 7 month mark??? I'm locked into a 50 yr contract at this point ,0
6330,My coffee was cold ,0
6331,"Wow, a high of 64 today. I love this weather in Florida. Sadly it won't last long ",0
6332,Have research report due at five  in the library trying to get it finished,0
6333,"@minteva i'm guessing that was to me, cause these chairs be a pain, but i have no spare powerpoints in my room ",0
6334,"Damn, all my joints are sore at the moment. Either I'm feeling the effects of my PT session, or I'm getting sick, or both. ",0
6335,There is pollen all over my car but it does NOT feel like spring. ,0
6336,Ewwww  just woke up and now I'm about to start tonights hw...... please someone save me??! Hehe,0
6337,is sick and cannot go to work   Will see everyone tomorrow,0
6338,libtorrent.... why can't you just work and be nice and small at the same time? ,0
6339,i could not update at all yesterday ,0
6340,Just finished work tryin 2 find something 2 do  x,0
6341,is @ St Mary's  http://ff.im/-1Ygw9,0
6342,Yet another designer gives me webpage designs in PSD (PhotoShop) format. ,0
6343,"fighting a bad swollen, painful throat and headache. ",0
6344,No ps cast agauin???  ,0
6345,This looks like a great series on different bike marques - http://is.gd/rcb3 - if only I had Discovery HD... ,0
6346,"@GeoffField It tastes so bad, I just can't do it ",0
6347,@alannahscott that long! things are never simple! I wanted to pierce my tongue over this holiday but couldnt because of the healing time! ,0
6348,@punkpolkadots Lol! My throwing range doesn't extend to 1000 miles ,0
6349,"@Miss_Monrose Ouch  One good thing about living in Canada I 'spose, most of that is covered by government insurance.",0
6350,@binkish haha i already did  im such a bad student.,0
6351,I woke up to a headache... ,0
6352,"I wish I had time to figure out why my retweet button isn't working.  Maybe it'll fix itself by the time I'm done with my meeting, lol.",0
6353,"facebook is being a 'tard -.-'' I can't get a hold of my cousin and don't want to go out alone, 'cause that's no fun ",0
6354,My new phone isnt as spanky as i thought it was going to be  hmmph,0
6355,watchin channel AKA and doin horrible work ,0
6356,Spanish class again... ,0
6357,is poorly sick  Wishes she had lots of people giving her sympathy &amp; flowers,0
6358,@OceanMommy I'm so sorry Steph.   Praying for Ryker's family this morning. So very sad.,0
6359,"Kept waking up, had the weirdest dream, and sick ",0
6360,@thebraysmommy i hve a billion papers all over my desk. and 5 half empty cans of diet dr pepper.  come clean mine too?,0
6361,I have way too many applications running - feeling very sorry for my poor Mac ,0
6362,My blog is slow ,0
6363,"Book Club tonight! Please come, I feel like a loser when no one shows. ",0
6364,Why isn't twhirl (and/or twitter) making my url's tiny? ,0
6365,my back hurts  ugh.,0
6366,NOOOO it's cold this morning ,0
6367,i have the itch to gamble ,0
6368,it's so hot outside. Ice cream time! What's the catch? the bees are annoying ,0
6369,Having a shitty kind of a day due to local council bureaucracy  Looking forward to Arsenal match tonight. I do think we will win tonight.,0
6370,"my favourite patient died today, what a downer ",0
6371,"stayed home from school again, i ache ",0
6372,"Damn it, my hand and leg still hurt from that stupid accident last Saturday. ",0
6373,@jayetheartist noooooooooooooo! ,0
6374,I just want you to feel good ,0
6375,@lannalee Easter bunny didn't come to my work ,0
6376,@lauraEchilds  you are enjoying this far far too much!,0
6377,@natybaby I jus noticed you wrote to me yesterday  sorry naaaattttyyy what uppp,0
6378,Is confuseddddddddd! Help ,0
6379,I'm freezing.  ,0
6380,@tcabeen do you happen to know anyone willing to give up a ticket for the ting tings tomorrow? There's none whatsoever for sell on CL. ,0
6381,@N0odles er...!? What hav i done now!? ,0
6382,"@annemarie0605 How an earth can you be in fab mood when its raining? it started raining when i was on the bus, now my feet are all wet!!! ",0
6383,@trishofthetrade drunk tweeting?  hahaha I am sick and drinking was out of the question last night ,0
6384,at school on another makeup day and sill hatin it ,0
6385,"Im about to see that 60lb girl in my class. She even runs b4 class, makes me feel disgusting ",0
6386,Too Confused... ,0
6387,"@John1954Moi hope the rain misses you, as it's pretty miserable here just now ",0
6388,i just heard my crush like scream 'shes african' lmao  hes so cute,0
6389,@MissIgs been too many meetings since 12:30  AAHH!,0
6390,@basiacruz He dead on House ,0
6391,doesnt want to wait all the way until 4pm tomorrow to listen to hamish and andy!! ,0
6392,we owe like $350 dollars to the IRS   Fair tax anyone?  http://www.fairtax.org/site/PageServer?pagename=about_main,0
6393,My throat is worse this morning than it was last night. I thought I was past this ,0
6394,Has a cold ,0
6395,not appreciating the rain outside ,0
6396,Not wanting to get rid of her rabbits.  This is going to be a great day..,0
6397,"@mikeyzito last night, there was no wawa ",0
6398,@Schofe http://twitpic.com/2yd1o - this one isn't anywhere near as comfy ,0
6399,I still dearly miss the symfony dev environment when working with zend framework ,0
6400,Stressing over the methodolgy section of the m-learning report ,0
6401,@drewkill no...I guess I don't.  ,0
6402,"Just dropped Alek off, didn't work out (mother nature) ughh ",0
6403,@SeanMalarkey I feel like you but have to finish it ,0
6404,@bronwen I take it your current ex would not have passed the test ,0
6405,@KellenParker can you sign on google?  I need your advice on something.  ,0
6406,Ughhh sitting in the library for 4 hours again ,0
6407,@dlwnc thanks!  Rehearsals for my show are increasing. No can play ,0
6408,"@noxhanti Almost, but not quite. Uncanniness and rampant Luddism might put paid to Replicants before they're even built ",0
6409,"Haven't twittered for days! Cat was sick and to the vet, now my four year old is sick with a bronchial infection and fever ",0
6410,@maryjanewatson i didn't even hear of it until i saw the story last night of her being found.i havent been doing news tho.sad story ,0
6411,waiting to hear back from people I emailed... heading to work to do more transcribing... fun... ,0
6412,Still at work.....had to manually calculate and now enter everything that usually would be there if our cell dyn had been working ,0
6413,"slowly loosing the will to live....had enough of emergent literacy, NLS, systematic phonics and government strategies, brain dead ",0
6414,Is searching the job boards for new and exciting opportunities and turning up nothing ,0
6415,SNOW?!?! ,0
6416,got to go to...... sux i cant text there  i cant text from 9am-2.30pm ill text people later today. may not do blogtv for a while not sure,0
6417,wake up late - check eat coco pops - check shower - check sit refreshing social networks - check cleaning and ironing -  booooo,0
6418,@whiterobisdead ,0
6419,Good morning world. Another cold day. ,0
6420,"My throat is killing me, and while I got a decent night's sleep last night, I still feel like I'm about to fall over.  ",0
6421,"I'm so slow today  I need to finish this, but there is too many distractions!!! FOCUS, FOCUS!",0
6422,The world is gray. I am depressed ,0
6423,i really need to stop surfing the web when i have stuff in the oven...    poor biscuits,0
6424,"Camera should be here today.  I think I'm going to cry though, cause it won't stop the lonely I feel. ",0
6425,@lunerose Oh no... I haven't watched any of the current season yet because I was afraid it would start to suck ,0
6426,i am kind of bummed...did not make my numbers for the first time. ,0
6427,i think i'm getting sick again. poop. ,0
6428,@jamie17 that must have been nice ,0
6429,@centrinoduo91 it does  + no trophy whoring = sad Ulti,0
6430,wow. insane shooting in altoona. its turning so awful  ,0
6431,feeling sorry for the emasculation of poor Bun Bun who's losing his Ball Balls tomorrow ,0
6432,noo... It's rainy!! ,0
6433,"WOULD have rocked the forecast, until one last batch of precip snowed out 0.01&quot; in the first hour.  I just can't make up my points   FML",0
6434,@CaraKeithley I'm so glad I wasn't tricked into planting flowers last week! Supposed to be another frost adv tonight ,0
6435,"@MooseMystique haven't seen it yet, we watch it on netflix once it come online. So well probably see it tomorrow. ",0
6436,AAAAARGH! my ups SUCKS!!! my 6month old bookworm deluxe game got destroyed! and i was happily making a 9 letter 20k+ points word ,0
6437,still feels woozy from giving blood yesterday. ,0
6438,guesses that none of her buds have ever (or ever care to) build an app for Facebook... ,0
6439,My favortie red head is in the hospital  I LOVE YOU TRAVIS CLARK &lt;333,0
6440,He is dead on House ,0
6441,No new House episode after all... boo to stoopid slow torrent ,0
6442,It shouldn't take this long to get to fecking Heathrow. Left home at 1330 ,0
6443,just made it to work ,0
6444,"being bored, recovering from being ill ",0
6445,@Street3 very ,0
6446,"April 7th, still snow on the ground ",0
6447,@TehJeven ohh I didnt yet  perhaps I will get it later?,0
6448,Why do I like to say &quot;record&quot; about albums when I am referring to an entirely digital thing ,0
6449,"@TickleMeJoey when I read freezing, I think of -2 degrees. Its april here, and it wont stop snowing... ",0
6450,It occured to me that I think my biggest problem is I don't have any kind of reliable support system.  Insert suicidal thoughts ,0
6451,@jackiedai i love carbs!! ...too much ,0
6452,@HeatherShea sorry to hear that.   it will be um unsore and shit soon...or stuff.,0
6453,@Inga_Ros Get's worse if you live temporarily in the US and have European issued Visa card. Can't buy ANYTHING online then. Been there ,0
6454,@holly_Dougiemad my mum could have droped you home ,0
6455,"Throat sore, nose runny... just in time for a trip abroad- typical ",0
6456,@thenamesmeghan good luck meghan! tests suuuck ,0
6457,Feel like my head is gunna explode ,0
6458,Forgot to bring socks to the gym. I bet I get blisters! ,0
6459,ready to go to my cousins...at five...its now 14:22 ,0
6460,"Taking the TAKS test today. Also, it's been one year. ",0
6461,I seriously need some sleep ,0
6462,@shoreditchtwit I foolishly chose 'cad' over 'scoundrel' and am now on a list of computer design geekery. ,0
6463,@ninaneverknew: I knooow.  but tsk. im so feeling the urge to move out! Huhu. ,0
6464,@tommcfly :O starbucks! never tehe oooh now i want one ,0
6465,i don't think it's gonna be a good day ,0
6466,i love my late nights at work. i dont have to go in until noon. should i go back to sleep now?! i dunno ,0
6467,"@Tittch oh Tittch, sorry you didn't get to say goodbye  *hugs*",0
6468,Still at airport waiting..  been on ground for 20 min..,0
6469,@KevinRuddPM Wheres my $900 Im a poor uni student too ,0
6470,@vacationholic i don't know what TWSS means ,0
6471,It's snowing again in Montreal ,0
6472,*looking at the clock* Good God There're still 47 more minutes till I can go home... ,0
6473,where are youu ? ,0
6474,"@mialutz no, can't like this - not doing so good ",0
6475,i wish i could afford to get my wisdom teeth out..they are killing me this week. ,0
6476,says over 200 na ang dead sa italy  http://plurk.com/p/n241v,0
6477,"@TheOddSparrow Bummer, says page doesn't exist ",0
6478,Karelman: thinking in Italy. So sorry  http://tinyurl.com/cequbc,0
6479,@segoox2 I've got no fucking clue lmao! Wher are you I wanted to sit with you  comeeeeee here!!!,0
6480,8.30 pm still at Musica. *sigh... ,0
6481,still cant find any of my friends ,0
6482,Ïš ï¿½??k  **pouty face** Shitty day out in Boston again ugh no wonder I'm sick,0
6483,In math klass bored as hell!  urghhhhh i hate math!,0
6484,uughhhh. back at work. help. please. ,0
6485,Hello everyone! I'm sorry about yesterday all my updates kept disappearing. ,0
6486,my hand hurts from playing so much last night  ,0
6487,Oh. Scratch that. I just lost two followers. Boo ,0
6488,Working from home...son's allergies are killing him!   Drop by for a visit www.ideastorm.com,0
6489,I can already teel that it's going to b a rough day and it's not even 9:30 yet! ,0
6490,need to get ready for work ,0
6491,@mcm180 why no hi to me ,0
6492,So having to face the outcome of my last tweet...late nights+early monrnings= being a bad stuwart of my college opportunity!! ,0
6493,is really ill ,0
6494,i hate snow...why did it have to come back??!! :@  seeing monsters vs. aliens tonight with @ashleebaby7,0
