,tweets,keywords,id_numbers,date,Stanza,TextBlob,VADER,AFINN,TweetNLP,TwitRoBERT,pysentiLM,mean,StandardDev,FinalScore
89,"@TheGreenParty If you are serious about climate action, join the #nuclear bandwagon 

https://t.co/aH4Xxiu9uN",nuclear climate,['1666152674201305096'],,0,-0.116666666666667,0.2263,0.142857142857143,0,0,-0.999999000001,-0.106786931972932,0.409350058527351,Negative
90,@BDliveSA There????????â¬???????s difference between ????????â¬???????climate change activists????????â¬??????? and ????????â¬???????anti-nuclear lobbyists????????â¬???????.,nuclear climate,['1666152592076943360'],,0,0.0,0.0,-0.428571428571429,-1,-1,0.0,-0.346938775510204,0.472776880378069,Negative
91,"RT @quakes99: China Nuclear Chairman Sees Sevenfold Surge in Capacity????????????????7????????????????????? ""#China is leading a #Nuclear Renaissance???? that has seen????????â¬???????",nuclear climate,['1666150535542743040'],,0,0.0,0.0,0.285714285714286,0,0,0.999999000001,0.183673326530755,0.375384118140364,Positive
92,@ThuleanGamer We should make nuclear winter to help with climate change,nuclear climate,['1666149095654711296'],,0,0.0,0.4019,0.285714285714286,0,0,0.0,0.098230612244898,0.171080629522638,Positive
93,"Well said @carla_denyer ""#renewables is simply the way forward. Nuclear is not going to help us out in this climate emergency...the trouble with nuclear energy is that it's incredibly slow &amp; incredibly expensive....""
#SayNo2SizewellC https://t.co/5mDt0YkqFU",nuclear climate,['1666149087622701056'],,-1,-0.25,-0.1921,-0.285714285714286,-1,-1,0.0,-0.532544897959184,0.446431514841997,Negative
94,"@JohnMcC61971366 @SabbySabs2 Climate change is equally as important as nuclear war. They are on par.

Again, that was just your one opinion on the Greens.",nuclear climate,['1666148780222054412'],,0,0.4,-0.4767,0.0,0,0,0.0,-0.0109571428571429,0.253772364250213,Neutral
95,"RT @LouisvilleGun: You don't actually care about the climate with your ""green energy"" if you aren't promoting nuclear power. https://t.co/l????????â¬???????",nuclear climate,['1666148745593880583'],,-1,-0.1,-0.5571,0.428571428571429,0,-1,0.0,-0.318361224489796,0.54689377313717,Negative
96,"@ScottAdamsSays @whitewalker420 His response to nuclear energy is terrible. The same problem with climate extremism is the same problem with the vaccine. ONE DICTATED SOLUTION is not the answer. We need ""all of the above"" solutions.",nuclear climate,['1666145591074627586'],,-1,-0.25,-0.3954,-0.714285714285714,-1,-1,-0.99999950000025,-0.765669316326566,0.322825476040709,Negative
97,Hey @AlboMP: thanks for committing to support climate-vulnerable countries. Will you put those words into action at the June Paris Summit? Australia's fair share of the $100bn climate pledge is equal to just one nuclear submarine. Your action is needed to #PowerOurPlanet!,nuclear climate,['1666143671731863552'],,0,0.225,0.8655,0.857142857142857,1,1,-0.999999000001,0.421091979591694,0.740852880201692,Positive
98,"@regisg @45BillionCrypto @StakeWithPride On a long time horizon yes, climate change will affect significantly water availability. This is why we need to innovate fast. Cutting oil before we????????â¬???????re ready will ensure we never get there.

I????????â¬???????d love to see a net creation of new nuclear plants, not empty promises.",nuclear climate,['1666143286346629122'],,-1,0.0901515151515152,0.9448,0.714285714285714,0,0,0.0,0.107033889919604,0.623268888225287,Positive
99,"@TonyClimate True, RFK jr. is a good man, IMO, but he is anti-nuclear, believes that wind and solar will provide all the energy we need, and that climate change is a major crisis.",nuclear climate,['1666142097856921610'],,0,0.370833333333333,-0.3797,0.142857142857143,0,0,-0.999999000001,-0.123715503401503,0.446272886230351,Negative
